2000,5
4000,3
6000,3
8000,5
10000,4
12000,3
14000,2
16000,2
18000,4
20000,1
22000,2
24000,3
26000,4
28000,4
30000,3
32000,5
34000,3
36000,2
38000,2
40000,3
42000,3
44000,2
46000,3
48000,2
50000,2
52000,2
54000,4
56000,5
58000,2
60000,2
62000,3
64000,3
66000,4
68000,2
70000,2
72000,4
74000,1
76000,2
78000,3
80000,1
82000,3
84000,3
86000,2
88000,4
90000,4
92000,4
94000,3
96000,2
98000,3
100000,4
102000,1
104000,1
106000,4
108000,2
110000,4
112000,4
114000,4
116000,4
118000,3
120000,1
122000,3
124000,2
126000,3
128000,1
130000,4
132000,3
134000,4
136000,2
138000,3
140000,3
142000,2
144000,4
146000,2
148000,3
150000,3
152000,3
154000,4
156000,3
158000,3
160000,4
162000,2
164000,4
166000,1
168000,4
170000,1
172000,2
174000,4
176000,3
178000,2
180000,2
182000,2
184000,3
186000,1
188000,2
190000,2
192000,3
194000,3
196000,4
198000,3
200000,1
200947,0
