2000,6
4000,1
6000,5
8000,5
10000,5
12000,4
14000,3
16000,1
18000,5
20000,5
22000,1
24000,3
26000,2
28000,4
30000,3
32000,2
34000,1
36000,2
38000,3
40000,2
42000,2
44000,2
46000,3
48000,3
50000,1
52000,2
54000,1
56000,1
58000,1
60000,2
62000,3
64000,2
66000,2
68000,2
70000,4
72000,2
74000,1
76000,2
78000,4
80000,1
82000,1
84000,3
86000,3
88000,1
90000,2
92000,1
94000,4
96000,3
98000,3
100000,4
102000,4
104000,3
106000,1
108000,4
110000,4
112000,3
114000,3
116000,2
118000,4
120000,4
122000,1
124000,4
126000,2
128000,2
130000,3
132000,2
134000,4
136000,3
138000,3
140000,4
142000,4
144000,2
146000,4
148000,4
150000,3
152000,2
154000,3
156000,3
158000,3
160000,2
162000,3
164000,3
166000,3
168000,3
170000,2
172000,3
174000,2
176000,3
178000,2
180000,1
182000,2
184000,4
186000,2
188000,4
190000,4
192000,3
194000,3
196000,2
198000,2
200000,2
201700,0
