2000,1
4000,3
6000,4
8000,5
10000,1
12000,1
14000,5
16000,2
18000,5
20000,2
22000,3
24000,2
26000,2
28000,2
30000,4
32000,3
34000,3
36000,2
38000,2
40000,3
42000,3
44000,4
46000,2
48000,4
50000,3
52000,4
54000,2
56000,3
58000,3
60000,1
62000,1
64000,2
66000,4
68000,1
70000,3
72000,1
74000,2
76000,3
78000,2
80000,5
82000,1
84000,3
86000,2
88000,3
90000,4
92000,1
94000,4
96000,4
98000,3
100000,3
102000,1
104000,1
106000,1
108000,2
110000,3
112000,3
114000,2
116000,1
118000,3
120000,2
122000,1
124000,4
126000,4
128000,4
130000,4
132000,2
134000,4
136000,3
138000,4
140000,1
142000,4
144000,4
146000,3
148000,4
150000,3
152000,1
154000,3
156000,2
158000,2
160000,4
162000,3
164000,3
166000,2
168000,2
170000,2
172000,1
174000,1
176000,3
178000,1
180000,4
182000,2
184000,3
186000,2
188000,3
190000,4
192000,1
194000,3
196000,2
198000,1
200000,3
202000,1
203375,0
