10,20
20,17
30,15
40,15
50,13
60,14
70,16
80,13
90,14
100,12
110,11
120,11
130,11
140,11
150,12
160,12
170,12
180,9
190,13
200,15
210,13
220,13
230,13
240,12
250,12
260,12
270,12
280,12
290,12
300,12
310,12
320,11
330,13
340,11
350,7
360,12
370,11
380,13
390,13
400,13
410,13
420,13
430,13
440,13
450,13
460,13
470,9
480,9
490,9
500,7
510,7
520,11
530,9
540,9
550,9
560,7
570,8
580,7
590,9
600,8
610,8
620,8
630,7
640,8
650,5
660,9
670,8
680,8
690,7
700,9
710,8
720,5
730,10
740,8
750,8
760,8
770,5
780,9
790,9
800,9
810,9
820,9
830,9
840,5
850,5
860,5
870,5
880,5
890,8
900,8
910,8
920,10
930,9
940,9
950,7
960,5
970,2
980,10
990,9
1000,9
1010,10
1020,10
1030,8
1040,10
1050,10
1060,10
1070,10
1080,10
1090,10
1100,8
1110,10
1120,10
1130,10
1140,10
1150,10
1160,8
1170,10
1180,6
1190,4
1200,6
1210,6
1220,4
1230,6
1240,4
1250,6
1260,4
1270,4
1280,6
1290,4
1300,6
1310,4
1320,4
1330,6
1340,4
1350,6
1360,4
1370,4
1380,6
1390,4
1400,6
1410,6
1420,4
1430,4
1440,6
1450,6
1460,6
1470,4
1480,4
1490,4
1500,6
1510,6
1520,6
1530,6
1540,6
1550,6
1560,6
1570,6
1580,5
1590,4
1600,6
1610,6
1620,5
1630,5
1640,6
1645,0
