10,22
20,29
30,13
40,12
50,14
60,14
70,12
80,11
90,11
100,9
110,9
120,11
130,11
140,11
150,9
160,9
170,9
180,11
190,11
200,11
210,9
220,9
230,11
240,11
250,9
260,9
270,9
280,13
290,9
300,13
310,10
320,10
330,10
340,10
350,10
360,10
370,10
380,9
390,12
400,7
410,7
420,5
430,4
440,9
450,7
460,7
470,11
480,7
490,7
500,10
510,7
520,10
530,7
540,10
550,5
560,10
570,5
580,10
590,5
600,10
610,5
620,10
630,5
640,10
650,5
660,11
670,3
680,7
690,10
700,7
710,7
720,7
730,7
740,11
750,7
760,5
770,7
780,7
790,7
800,7
810,7
820,7
830,7
840,2
850,2
860,2
870,2
880,2
890,2
900,2
910,2
920,2
930,9
940,10
950,5
960,5
970,5
980,7
990,7
1000,4
1010,6
1020,6
1030,5
1040,7
1050,2
1060,6
1070,9
1080,6
1090,4
1100,6
1110,4
1120,6
1130,6
1140,4
1150,6
1160,4
1170,6
1180,4
1190,4
1200,6
1210,4
1220,6
1230,4
1240,5
1250,6
1260,6
1270,4
1280,6
1290,4
1300,5
1310,6
1320,6
1330,5
1340,5
1350,5
1360,5
1370,5
1380,6
1390,6
1400,6
1410,5
1420,5
1430,5
1440,6
1450,6
1460,5
1470,5
1480,6
1490,6
1500,5
1510,5
1520,6
1530,5
1540,6
1550,5
1560,6
1570,0
1570,0
