10,20
20,19
30,15
40,12
50,14
60,14
70,12
80,11
90,9
100,9
110,11
120,9
130,9
140,9
150,11
160,11
170,11
180,9
190,9
200,9
210,11
220,9
230,9
240,9
250,11
260,11
270,9
280,9
290,13
300,6
310,9
320,10
330,10
340,10
350,10
360,10
370,10
380,10
390,10
400,8
410,8
420,4
430,11
440,11
450,10
460,10
470,10
480,10
490,5
500,10
510,7
520,10
530,7
540,10
550,7
560,10
570,7
580,10
590,7
600,10
610,7
620,10
630,7
640,10
650,5
660,10
670,5
680,5
690,7
700,7
710,7
720,7
730,7
740,11
750,7
760,5
770,7
780,7
790,9
800,9
810,9
820,9
830,9
840,11
850,11
860,11
870,11
880,11
890,11
900,11
910,11
920,11
930,4
940,5
950,9
960,10
970,10
980,5
990,6
1000,7
1010,7
1020,9
1030,7
1040,6
1050,5
1060,7
1070,2
1080,6
1090,7
1100,7
1110,7
1120,7
1130,7
1140,7
1150,7
1160,7
1170,7
1180,7
1190,7
1200,7
1210,7
1220,7
1230,7
1240,6
1250,7
1260,5
1270,7
1280,7
1290,7
1300,6
1310,7
1320,5
1330,6
1340,6
1350,7
1360,7
1370,7
1380,6
1390,6
1400,6
1410,7
1420,7
1430,7
1440,6
1450,6
1460,6
1470,7
1480,6
1490,6
1500,6
1510,7
1520,6
1530,6
1540,6
1550,5
1560,6
1569,0
