10,22
20,14
30,19
40,12
50,10
60,10
70,13
80,13
90,13
100,12
110,10
120,10
130,10
140,10
150,10
160,10
170,10
180,10
190,13
200,13
210,13
220,12
230,12
240,10
250,10
260,10
270,10
280,11
290,12
300,10
310,10
320,10
330,9
340,11
350,9
360,11
370,10
380,11
390,10
400,5
410,10
420,5
430,10
440,5
450,10
460,5
470,10
480,5
490,10
500,5
510,11
520,5
530,11
540,8
550,7
560,10
570,5
580,11
590,10
600,5
610,7
620,10
630,5
640,10
650,5
660,7
670,10
680,10
690,7
700,7
710,10
720,3
730,7
740,7
750,7
760,7
770,7
780,7
790,7
800,6
810,7
820,10
830,2
840,7
850,10
860,10
870,5
880,5
890,4
900,7
910,5
920,6
930,6
940,5
950,7
960,2
970,6
980,9
990,7
1000,7
1010,7
1020,7
1030,7
1040,7
1050,7
1060,7
1070,7
1080,7
1090,7
1100,7
1110,7
1120,7
1130,7
1140,5
1150,7
1160,7
1170,7
1180,6
1190,7
1200,5
1210,7
1220,7
1230,7
1240,6
1250,5
1260,7
1270,7
1280,7
1290,7
1300,7
1310,7
1320,6
1330,6
1340,7
1350,7
1360,6
1370,6
1380,7
1390,7
1400,6
1410,7
1420,6
1430,6
1440,7
1450,6
1460,7
1470,6
1479,0
