10,22
20,29
30,13
40,13
50,14
60,14
70,13
80,9
90,9
100,11
110,11
120,11
130,11
140,11
150,9
160,9
170,11
180,11
190,11
200,9
210,9
220,9
230,9
240,11
250,11
260,9
270,9
280,11
290,4
300,9
310,13
320,13
330,13
340,13
350,13
360,10
370,7
380,10
390,10
400,11
410,8
420,7
430,4
440,2
450,7
460,5
470,7
480,10
490,11
500,8
510,11
520,8
530,11
540,8
550,7
560,8
570,7
580,10
590,7
600,10
610,7
620,10
630,7
640,10
650,7
660,10
670,5
680,11
690,8
700,10
710,11
720,10
730,10
740,2
750,10
760,11
770,11
780,11
790,7
800,7
810,7
820,7
830,7
840,7
850,7
860,7
870,7
880,2
890,2
900,2
910,2
920,2
930,2
940,2
950,2
960,9
970,5
980,5
990,5
1000,7
1010,7
1020,6
1030,4
1040,2
1050,6
1060,9
1070,7
1080,6
1090,7
1100,7
1110,7
1120,7
1130,7
1140,7
1150,7
1160,7
1170,7
1180,7
1190,7
1200,7
1210,7
1220,7
1230,7
1240,7
1250,6
1260,7
1270,5
1280,7
1290,7
1300,7
1310,6
1320,7
1330,7
1340,5
1350,6
1360,6
1370,6
1380,6
1390,6
1400,7
1410,7
1420,7
1430,7
1440,6
1450,6
1460,7
1470,7
1480,6
1490,6
1500,7
1510,6
1520,7
1530,7
1540,6
1550,5
1560,6
1570,5
1577,0
