10,22
20,31
30,13
40,12
50,15
60,12
70,12
80,12
90,11
100,9
110,11
120,9
130,11
140,9
150,9
160,9
170,11
180,9
190,11
200,9
210,9
220,11
230,11
240,9
250,9
260,9
270,11
280,9
290,9
300,10
310,7
320,7
330,7
340,7
350,7
360,10
370,10
380,10
390,10
400,7
410,2
420,11
430,8
440,11
450,11
460,7
470,10
480,11
490,7
500,10
510,7
520,10
530,7
540,10
550,7
560,10
570,7
580,10
590,7
600,10
610,5
620,10
630,5
640,10
650,5
660,10
670,5
680,11
690,10
700,7
710,10
720,2
730,10
740,10
750,8
760,10
770,11
780,10
790,9
800,9
810,9
820,9
830,9
840,9
850,9
860,11
870,11
880,11
890,11
900,11
910,11
920,11
930,7
940,10
950,5
960,5
970,5
980,7
990,7
1000,6
1010,4
1020,2
1030,6
1040,9
1050,7
1060,6
1070,5
1080,4
1090,6
1100,4
1110,6
1120,4
1130,4
1140,6
1150,4
1160,6
1170,4
1180,4
1190,6
1200,4
1210,6
1220,4
1230,6
1240,4
1250,5
1260,6
1270,6
1280,4
1290,6
1300,4
1310,5
1320,6
1330,6
1340,4
1350,6
1360,6
1370,6
1380,5
1390,5
1400,5
1410,6
1420,6
1430,6
1440,6
1450,5
1460,5
1470,6
1480,5
1490,6
1500,5
1510,5
1520,6
1530,5
1540,6
1550,5
1560,6
1562,0
